"","value"
"193","https://lopezobrador.org.mx/2019/11/29/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-207/"
"194","https://lopezobrador.org.mx/2019/11/28/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-206/"
"195","https://lopezobrador.org.mx/2019/11/27/version-estenografica-premio-nacional-de-deportes-y-premio-nacional-de-merito-deportivo-2019/"
"196","https://lopezobrador.org.mx/2019/11/27/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-205/"
"197","https://lopezobrador.org.mx/2019/11/26/version-estenografica-centenario-luctuoso-del-general-felipe-angeles-en-el-museo-nacional-de-historia-ciudad-de-mexico/"
"198","https://lopezobrador.org.mx/2019/11/26/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-204/"
"199","https://lopezobrador.org.mx/2019/11/25/version-estenografica-ceremonia-de-inhumacion-de-valentin-campa-salazar-en-la-rotonda-de-las-personas-ilustres/"
"200","https://lopezobrador.org.mx/2019/11/25/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-203/"
"201","https://lopezobrador.org.mx/2019/11/24/version-estenografica-dialogo-con-pueblos-indigenas-en-tlapa-de-comonfort-guerrero/"
"202","https://lopezobrador.org.mx/2019/11/23/version-estenografica-dialogo-con-pueblos-indigenas-en-chilapa-de-alvarez-guerrero/"
"203","https://lopezobrador.org.mx/2019/11/23/version-estenografica-dia-de-la-armada-de-mexico-en-la-rotonda-de-las-personas-ilustres-ciudad-de-mexico/"
"204","https://lopezobrador.org.mx/2019/11/22/version-estenografica-dialogo-con-pueblos-indigenas-en-coatetelco-morelos/"
"205","https://lopezobrador.org.mx/2019/11/22/version-estenografica-dialogo-con-pueblos-indigenas-en-puebla-puebla/"
"206","https://lopezobrador.org.mx/2019/11/22/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-202/"
"207","https://lopezobrador.org.mx/2019/11/21/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-201/"
"208","https://lopezobrador.org.mx/2019/11/19/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-200/"
"209","https://lopezobrador.org.mx/2019/11/18/version-estenografica-entrega-de-los-premios-nacionales-de-ingenieria-y-arquitectura/"
"210","https://lopezobrador.org.mx/2019/11/18/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-199/"
"211","https://lopezobrador.org.mx/2019/11/17/version-estenografica-dialogo-con-pueblos-indigenas-en-la-yesca-nayarit/"
"212","https://lopezobrador.org.mx/2019/11/16/version-estenografica-dialogo-con-pueblos-indigenas-en-el-nayar-nayarit/"
"213","https://lopezobrador.org.mx/2019/11/16/version-estenografica-dialogo-con-pueblos-indigenas-en-mezquitic-jalisco/"
"214","https://lopezobrador.org.mx/2019/11/15/version-estenografica-dialogo-con-pueblos-indigenas-en-mezquital-durango/"
"215","https://lopezobrador.org.mx/2019/11/15/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-198/"
"216","https://lopezobrador.org.mx/2019/11/14/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-197/"
"217","https://lopezobrador.org.mx/2019/11/13/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-196/"
"218","https://lopezobrador.org.mx/2019/11/12/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-195/"
"219","https://lopezobrador.org.mx/2019/11/11/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-194/"
"220","https://lopezobrador.org.mx/2019/11/10/version-estenografica-dialogo-con-pueblos-indigenas-en-calakmul-campeche/"
"221","https://lopezobrador.org.mx/2019/11/09/version-estenografica-dialogo-con-pueblos-indigenas-en-felipe-carrillo-puerto-quintana-roo/"
"222","https://lopezobrador.org.mx/2019/11/09/version-estenografica-dialogo-con-pueblos-indigenas-en-temozon-yucatan/"
"223","https://lopezobrador.org.mx/2019/11/08/version-estenografica-dialogo-con-pueblos-indigenas-en-tekax-yucatan/"
"224","https://lopezobrador.org.mx/2019/11/08/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-193/"
"225","https://lopezobrador.org.mx/2019/11/07/version-estenografica-60-entrega-de-premios-antena-semana-de-la-radio-y-la-television/"
"226","https://lopezobrador.org.mx/2019/11/07/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-192/"
"227","https://lopezobrador.org.mx/2019/11/06/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-191/"
"228","https://lopezobrador.org.mx/2019/11/05/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-190/"
"229","https://lopezobrador.org.mx/2019/11/04/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-189/"
"230","https://lopezobrador.org.mx/2019/11/01/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-188/"
"231","https://lopezobrador.org.mx/2019/10/31/version-estenografica-110-asamblea-general-ordinaria-del-imss/"
"232","https://lopezobrador.org.mx/2019/10/31/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-187/"
"233","https://lopezobrador.org.mx/2019/10/30/version-estenografica-4o-encuentro-mundial-de-jovenes-scholas-en-palacio-nacional/"
"234","https://lopezobrador.org.mx/2019/10/30/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-186/"
"235","https://lopezobrador.org.mx/2019/10/29/version-estenografica-50-anos-de-atencion-y-prevencion-de-adicciones-xx-congreso-internacional/"
"236","https://lopezobrador.org.mx/2019/10/29/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-185/"
"237","https://lopezobrador.org.mx/2019/10/28/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-184/"
"238","https://lopezobrador.org.mx/2019/10/27/version-estenografica-dialogo-con-pueblos-indigenas-en-hermosillo-sonora/"
"239","https://lopezobrador.org.mx/2019/10/26/version-estenografica-dialogo-con-pueblos-indigenas-en-guaymas-sonora/"
"240","https://lopezobrador.org.mx/2019/10/26/version-estenografica-dialogo-con-pueblos-indigenas-en-etchojoa-sonora/"
"241","https://lopezobrador.org.mx/2019/10/25/version-estenografica-dialogo-con-pueblos-indigenas-en-alamos-sonora/"
"242","https://lopezobrador.org.mx/2019/10/25/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-183/"
"243","https://lopezobrador.org.mx/2019/10/24/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-182/"
"244","https://lopezobrador.org.mx/2019/10/23/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-181/"
"245","https://lopezobrador.org.mx/2019/10/22/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-180/"
"246","https://lopezobrador.org.mx/2019/10/21/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-179/"
"247","https://lopezobrador.org.mx/2019/10/20/version-estenografica-la-escuela-es-nuestra-y-programa-nacional-de-reconstruccion-en-oaxaca/"
"248","https://lopezobrador.org.mx/2019/10/19/version-estenografica-dialogo-con-pueblos-indigenas-en-san-juan-bautista-cuicatlan-oaxaca/"
"249","https://lopezobrador.org.mx/2019/10/19/version-estenografica-dialogo-con-pueblos-indigenas-en-nochixtlan-oaxaca/"
"250","https://lopezobrador.org.mx/2019/10/18/version-estenografica-dialogo-con-pueblos-indigenas-en-putla-villa-de-guerrero-oaxaca/"
"251","https://lopezobrador.org.mx/2019/10/18/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-tlaxiaco-en-oaxaca/"
"252","https://lopezobrador.org.mx/2019/10/18/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-en-oaxaca/"
"253","https://lopezobrador.org.mx/2019/10/17/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-178/"
"254","https://lopezobrador.org.mx/2019/10/16/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-177/"
"255","https://lopezobrador.org.mx/2019/10/15/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-pinos-en-zacatecas/"
"256","https://lopezobrador.org.mx/2019/10/15/version-estenografica-inauguracion-y-dialogo-con-la-comunidad-del-hospital-rural-los-hernandez-en-san-luis-potosi/"
"257","https://lopezobrador.org.mx/2019/10/15/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-176/"
"258","https://lopezobrador.org.mx/2019/10/14/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-175/"
"259","https://lopezobrador.org.mx/2019/10/12/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-san-quintin-en-ensenada-baja-california/"
"260","https://lopezobrador.org.mx/2019/10/12/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-el-fuerte-en-sinaloa/"
"261","https://lopezobrador.org.mx/2019/10/11/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-villa-union-en-mazatlan-sinaloa/"
"262","https://lopezobrador.org.mx/2019/10/11/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-174/"
"263","https://lopezobrador.org.mx/2019/10/10/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-173/"
"264","https://lopezobrador.org.mx/2019/10/09/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-172/"
"265","https://lopezobrador.org.mx/2019/10/08/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-la-union-en-guerrero/"
"266","https://lopezobrador.org.mx/2019/10/08/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-171/"
"267","https://lopezobrador.org.mx/2019/10/07/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-170/"
"268","https://lopezobrador.org.mx/2019/10/06/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-huajuapan-de-leon-en-oaxaca/"
"269","https://lopezobrador.org.mx/2019/10/06/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-santiago-juxtlahuaca-en-oaxaca/"
"270","https://lopezobrador.org.mx/2019/10/05/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-tepexi-de-rodriguez-en-puebla/"
"271","https://lopezobrador.org.mx/2019/10/05/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-chiautla-de-tapia-en-puebla/"
"272","https://lopezobrador.org.mx/2019/10/04/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-zacapoaxtla-en-puebla/"
"273","https://lopezobrador.org.mx/2019/10/04/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-ixtepec-en-puebla/"
"274","https://lopezobrador.org.mx/2019/10/04/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-en-puebla-puebla/"
"275","https://lopezobrador.org.mx/2019/10/03/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-169/"
"276","https://lopezobrador.org.mx/2019/10/02/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-168/"
"277","https://lopezobrador.org.mx/2019/10/01/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-santiago-jamiltepec-en-oaxaca/"
"278","https://lopezobrador.org.mx/2019/10/01/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-167/"
"279","https://lopezobrador.org.mx/2019/09/30/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-166/"
"280","https://lopezobrador.org.mx/2019/09/29/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-san-juanito-en-chihuahua/"
"281","https://lopezobrador.org.mx/2019/09/28/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-guachochi-en-chihuahua/"
"282","https://lopezobrador.org.mx/2019/09/28/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-valle-de-allende-en-chihuahua/"
"283","https://lopezobrador.org.mx/2019/09/27/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-san-buenaventura-en-coahuila/"
"284","https://lopezobrador.org.mx/2019/09/27/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-matamoros-en-coahuila/"
"285","https://lopezobrador.org.mx/2019/09/27/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-165/"
"286","https://lopezobrador.org.mx/2019/09/26/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-164/"
"287","https://lopezobrador.org.mx/2019/09/25/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-163/"
"288","https://lopezobrador.org.mx/2019/09/24/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-162/"
"289","https://lopezobrador.org.mx/2019/09/23/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-161/"
"290","https://lopezobrador.org.mx/2019/09/22/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-mamantel-en-campeche/"
"291","https://lopezobrador.org.mx/2019/09/21/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-hecelchakan-en-campeche/"
"292","https://lopezobrador.org.mx/2019/09/21/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-maxcanu-en-yucatan/"
"293","https://lopezobrador.org.mx/2019/09/21/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-oxkutzcab-en-yucatan/"
"294","https://lopezobrador.org.mx/2019/09/20/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-acanceh-en-yucatan/"
"295","https://lopezobrador.org.mx/2019/09/20/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-izamal-en-yucatan/"
"296","https://lopezobrador.org.mx/2019/09/20/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-en-merida-yucatan/"
"297","https://lopezobrador.org.mx/2019/09/19/version-estenografica-conmemoracion-de-las-victimas-de-los-sismos-de-1985-y-2017/"
"298","https://lopezobrador.org.mx/2019/09/18/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-160/"
"299","https://lopezobrador.org.mx/2019/09/17/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-zacualtipan-en-hidalgo/"
"300","https://lopezobrador.org.mx/2019/09/17/conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador/"
"301","https://lopezobrador.org.mx/2019/09/16/version-estenografica-grito-de-independencia-del-presidente-andres-manuel-lopez-obrador-en-el-209-aniversario/"
"302","https://lopezobrador.org.mx/2019/09/13/version-estenografica-172-aniversario-de-la-gesta-heroica-de-los-ninos-heroes-de-chapultepec/"
"303","https://lopezobrador.org.mx/2019/09/13/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-159/"
"304","https://lopezobrador.org.mx/2019/09/12/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-ixmiquilpan-en-hidalgo/"
"305","https://lopezobrador.org.mx/2019/09/12/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-158/"
"306","https://lopezobrador.org.mx/2019/09/11/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-157/"
"307","https://lopezobrador.org.mx/2019/09/10/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-156/"
"308","https://lopezobrador.org.mx/2019/09/09/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-155/"
"309","https://lopezobrador.org.mx/2019/09/08/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-soto-la-marina-tamaulipas/"
"310","https://lopezobrador.org.mx/2019/09/08/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-san-carlos-tamaulipas/"
"311","https://lopezobrador.org.mx/2019/09/07/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-hidalgo-tamaulipas/"
"312","https://lopezobrador.org.mx/2019/09/07/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-tula-tamaulipas/"
"313","https://lopezobrador.org.mx/2019/09/06/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-matehuala-en-san-luis-potosi/"
"314","https://lopezobrador.org.mx/2019/09/06/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-charcas-en-san-luis-potosi/"
"315","https://lopezobrador.org.mx/2019/09/06/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-154/"
"316","https://lopezobrador.org.mx/2019/09/05/version-estenografica-entrega-de-reconocimientos-a-deportistas-de-los-vi-juegos-parapanamericanos-lima-2019/"
"317","https://lopezobrador.org.mx/2019/09/05/version-estenografica-ceremonia-inaugural-del-xlii-congreso-nacional-de-tribunales/"
"318","https://lopezobrador.org.mx/2019/09/05/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-153/"
"319","https://lopezobrador.org.mx/2019/09/04/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-152/"
"320","https://lopezobrador.org.mx/2019/09/03/version-estenografica-85-aniversario-del-fondo-de-cultura-economica/"
"321","https://lopezobrador.org.mx/2019/09/03/version-estenografica-cambio-de-presidencia-del-consejo-de-la-comunicacion-en-palacio-nacional/"
"322","https://lopezobrador.org.mx/2019/09/03/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-151/"
"323","https://lopezobrador.org.mx/2019/09/02/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-en-hermosillo-sonora/"
"324","https://lopezobrador.org.mx/2019/09/01/discurso-del-lic-andres-manuel-lopez-obrador-presidente-constitucional-de-los-estados-unidos-mexicanos-en-su-primer-informe-de-gobierno/"
"325","https://lopezobrador.org.mx/2019/08/31/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-el-seco-en-puebla/"
"326","https://lopezobrador.org.mx/2019/08/31/version-estenografica-chignahuapan-puebla/"
"327","https://lopezobrador.org.mx/2019/08/30/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-papantla-en-veracruz/"
"328","https://lopezobrador.org.mx/2019/08/30/version-estenografica-dialogo-con-la-comunidad-del-hospital-rural-plan-de-arroyos-en-atzalan-veracruz/"
"329","https://lopezobrador.org.mx/2019/08/30/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-150/"
"330","https://lopezobrador.org.mx/2019/08/29/version-estenografica-convivencia-cultural-con-participantes-de-la-olimpiada-del-conocimiento-2019-en-palacio-nacional/"
